text,label
"Chillin out on sunday morning, and enjoying his boredom. On Monday it's back to work ",netral
is very sad because his dog has acute gastritis      ,netral
back in cali ,netral
@jordanknight Yeah u guys are coming to CANADA but I need to FLY OUT OF CANADA if catch my drift so please fly me away! ,keluhan
"@PembsDave That's some driving you have ahead of you, could be Sunday by the time you get that lot done ",netral
i wish i had gay friends to shop with ,netral
What can I take to minimize the swelling of my gums and relieve me of the pain?  Damn wisdom tooth..,netral
@joeymcintyre sounds like a good plan!  I know @qbee27 &amp; @beebees27 are in too!  ,keluhan
@DaliLama13 - its monday today ,keluhan
i need a miracle  somethings are not right now,netral
fevers suck...  ppl pray i get better soon,netral
"@hellokeena i know, but it wont be the same without youuu ",netral
i got the day off at school as i got no exams! but i have to do a bit of revision though  but at least i'll have radio 1 with me!,netral
Sleep?   I don't know the meaning of the word.  Stress?  Now that is equal to me.  ,netral
"G%# D&amp;mn It Mot8+rf%6king Son-of-a-B%t=h!!!!!!! Spilled salsa on my pants today, changed, and left my keys in my other pants. $160 FAIL! ",netral
Dinner date with pops. Phones dead ,netral
got a new iPod nano and spent the weekend trying to figure out how to download music to it...now my husband has my iPod ,netral
I had so many dreams about you and me....happy endings now i knowww...  &lt;/3,netral
"had a good day at college - sat on the field for most of it! Dentist soon though, urgh ",netral
@kosheracademic seems you shared your cold with me  - r u feeling any better?,netral
come on 5:30!!!!!!!! I can't take this anymore!!!!!! I wanna go home ,netral
"Yikes! I've got to prepare Dialight's LED entries to the Elektra awards and the deadline's tomorrow ... holy smoke, no pressure then ",netral
need to find an appropriate promo photo to submit to this audition... don't wanna take more pics ,netral
Everyone is asleep at 11 on a friday night. LAME. And i'm pissed i miss my show ,netral
i just realised i was eating with two spoons  lol,netral
I just realized that im off the next two days and i have nothing to do. I feel like i have no life. ,netral
"Well, once again tweeting instead of getting ready for work, should have been in the shower about 30mins ago! lol ",keluhan
Chapped lips...I wish I knew where my Burt's Bees was. ,netral
@beccabrealey aaaaahhhhh i hope shes okay ,netral
misses playing music! ,netral
"@AndrewJParker Tibia or fibula? Either way, ouch  Get well soon Jenna &lt;3",netral
Crap. Tomorrow is the 4 year anniversary of my friend Ben Gutierrez's suicide. There goes my happy mood. ,netral
@BrookeJasmyn awww steam when I get back...it's sooooo beautiful out here...miss the fam trips ,netral
@bellesimple2005 belle i miss you soo much  char. drama pod. tinuod bitao!,netral
CHILLN AT DUH HOUSE ...  A LiL SAD CUz HE BROKE HiiZ PROMiiSE N ii HAD TRUST N HiiM ... ,netral
"Ugh, i have to go to my brother's stupid baseball game. Now i wish there was volleyball ",netral
"I cannot get the prospect of an ice cold negra modelo off my mind right now. i need a break, i feel torn in all directions ",netral
 nuffin more eckkky that i cant take beside being disrespect is :O being ignore...blahhhhhhh,netral
@_Skylight We love to play things into the morgue don't we?  ,netral
I want my Blackberry back!! ,netral
@jabrinkworth ,netral
is in bed with a broken head and rather bored ,netral
It is 9.15pm and I'm so not prepared for my exam tomorrow - questioning if going back to uni whilst working full time was a good idea ,netral
To all my followers: everytime I look for you the sun goes down. I love you all you are my reason to be twittering. Except @bloodyangls ,netral
@Dopekidwonder23 @ Vickster9125  yall i miss his mexican ass lol ,netral
my eyes have been plastered to the screen since 8 this morning. my eyesight's gonna get worst!  potek manzxzx,netral
"WAHHHHHH, TIME FOR WORK ",netral
Textures will have to wait... no camera to borrow ,netral
"A particularly brutal rejection has put me off writing. I never considered my ego to be fragile, but it apparently is. ",netral
Webview (one of control of iphone sdk) is too slow that even for loading local custom page it takes a marginal time ,netral
hahahahah i woke up at 9 today.. totally missed lecture and the quiz  open lab was useless. chipotle w/ silvera and jenny was greeat 8D,netral
@hotforwords too much green stuff ,netral
"@Spidersamm ohh yeahh (: i'm probs gonna be a loner to start with, thanks to the person i was gonna go with be a bitch ",netral
"@AngieChan070707  hugs? (I typed in Hughs originally...but come to think of it, Hughs might be good as well...as in Jackmans  )",netral
very cliudy outside!!!  here comes the huge rain shower!!!!!!!!!!,netral
wishing i was at the MTV movie awards! ,netral
@shawpants I'm coming to ny...and you're leaving ,netral
"@solupsist dude, I took out the carpet, used a pressure washer and no luck. I went at it for 2 hours, and still pine-sol in it. ",netral
"Can't sleep, so much for waking up early ",netral
The more I look at vBulletin the more I want it for my forum  haha.,netral
what a life! Went home 11pm and in the office 830am already. ,netral
"WAKE UP! it's TBC! WCQ and SHOW BIZZ BUZZ coming up...Your EBINGO numbers B9, I27, N41, G55, O72. Ed McMahon dies  Sunny 24 2day!",netral
i burnt my tongue on miso soup today ,netral
"Bummed!...would be watching the season of Survivor I missed in Scotland, but stupid CBS hates me and took the full episodes down ",netral
"Happy Free Comic Book Day!! which I cannot attend this time in the middle of the desert, no comic stores exist here   http://bit.ly/5ZmiB",netral
@mikemitchel me too  but you should come visit me in nyc!,netral
"I've got the Sims 3! But I can't play it because I dropped the booklet down the side of the fridge, I have to wait til my dad comes home! ",netral
@itsroxy you cannnnnn't ,netral
Oh i got to move now ,netral
just burned my popcorn. ,netral
[Wrong!] to my co-pilot liz: thanks for leaving me here all alone for 3 days w/ SB ! your the greatest!  http://tinyurl.com/p2rwg6,netral
bedtime's gettin near here..  need to sleep got to be up early for a brand new day. hello dreamworld! nite! zZzzzZZzzZZ,netral
@stevenbward just signed up for matchmaker service you have and its not working. ,netral
I think the East Coast is stealin all the good weather ,netral
@janeperrine I'm afraid that's going to be the case! ,netral
@neillyneil @paulocanning no sorry  not today,netral
"@vimoh  Boss, i understand ur plight,..Have been using Sony W700i instead o my ROKR,.. Life is too harsh, at times,... ",netral
So good to be home it's not funny. ,keluhan
"@rcsantosbia That's really, really sad. ",netral
"Two months ago, I became irrelevant. ",netral
God i need some one to talk ,netral
"@hongss ì¼ì± ì?´ë³ì²  íì¥ì?´ ì´ìì? ë, &quot;ì?¸ì?ì? ë§ëë¡ ìë?ë ëªê°ì§ê° ìëë?°, íëë ë¯¸ì?ì? ì?´ê¸°ë ê²ì?´ê³ , íëë ì?ì?ë?ì¬&quot;ë?¼ê³  íë¤ë ë§?ì?´ ìì£ .. ì°¸ ì¬ì´ ì?¼ì? ìëê² ê°ìµëë¤.. ",keluhan
"@julianperretta one just started here, and i wanna go out ",netral
exhausted.... long work day!     y do i do it?  arrgh... retail life...,netral
Is he trying to make me jealous with A. ? WTF is he doing? Why?  Dammit I'm sick of thinking about him. He's just a stupid fuck  Why do I?,netral
@eDTGCa  Clean Me!,netral
"@ichannisa but things that u said in skype last nite, it's not mature at all ",netral
@Eminem can't wait for that!! recently bought metallia guitar hero but cant play it coz my sony tv went kaput! ,netral
Why can I not sleep?! I've woken up three times from 6am to 7am. ,netral
@travispeltz Google wave looks cool but the darn video presentation cooked my fair access policy and now my internet is down for 24 hours ,netral
@JonnyClash how did you passed 1600 error ??? ,netral
sigh.... getting sick again. ,netral
take a nap! today is dragging by sooo slooowwww ,netral
"@isabelafreitas 'epic show tonight in sï¿½o paulo, one of my favourites ever in 6 years! so glad I can sing again' o Tom ï¿½ tï¿½o  . .  fofo ",netral
about to head to Walmart...Ughhh another boring Day ,netral
@jack_p Oh no ,netral
"I cant explain how upset i am about spending that much, im still not short for money atm like but i could be so much better off ",netral
@youarefoxy don't be a panzy ,keluhan
Watchin So noTORIous.  Nothin like a gay ZQ to lift one's soul ,keluhan
didnt utilise my sunny Saturday nearly as well as I should have...will regret it around 6pm tomorrow night ,netral
crampssssss ,netral
@papalote415 SA-DU is never gonna download 6 hours 9 minutes remaining... meow. ,netral
"@ChuckNut no, I don't even have a YouTube account. ",netral
Jacob &amp; I are waiting for our dinner to arrive. It's getting to the point where our stomach grumbles are audible from across the room ,netral
Still thinkin about that squirrel from earlier! ,netral
".@ilivestrongnow hey, you're supposed to credit me ",netral
i dont hv ur # anymore  @arithemac,netral
@jfer32075 sorry. i crashed hard last nite and never responded 2 u.  i agree. this year's BUTS line-up pales in comparison 2 prior years. ,netral
Why so many commercials i needa shower but i wanna watch ,netral
Loove Sundays  I get to do nothing allll day!,keluhan
"OMG crown uptown is closing?!  that makes me really, really sad...",netral
@tatosmusic lean like a cholA! ,keluhan
I'm so sad. Apparently I'm not going to be in @pogue 's book. No DM with instructions for me ,netral
first lesson SCIENCE !... ,keluhan
Maybe it's time to nudge some people. I'm getting pretty lonely out here. ,netral
"Woah, Hell in Chapel Thrill is closed. No more sweaty basement dance parties?? ",netral
@ksulisto I wanna have dinner with mommy too ,netral
"this sucks, im being chased by a mosquito  ",netral
"watching dibidis i bought from metrowalk. house, monk and another two from the history channel. i declare tonight &quot;geek night&quot; ",keluhan
hopefully still goin' to laughlin' made a scene last night  ,netral
@Jessiboo I can't reach youuu ,netral
good day at school today. i lolled alot. now my tummy hurts ,netral
Ummm intervention I'm an alcoholic and abuse drugs and I drink hand sanitizer cause I'm desperate to get drunk anthony I wanna cuddle you ,netral
"finally off work, now to go sleep amd wake up in 6 hours ",netral
"gym in about 40 minutes. As if I can even be bothered to go, painful feets ",netral
@Ainz90 u had to ruin it !!  pfft ok I don't watch ER but u never know! I might in the future.. lol,netral
@tyleem111 longggggggg stupid corny story that I don't even wanna yalk about it. Fuck my life. Tyleeeeee I misssh u and boyfriend! ,netral
Maan..fluff..where would the shananigans be?! Sooooo dressed to fck it up but i hav absolutely NO WHERE to go.. ,netral
@Haboushy its Colby's part in the song  hopefully next time he'll drag him with him ;-),netral
@djgraffiti shouldve been on that Graff ,keluhan
"@thecraigmorris hmm.. got a PS3, (not got PS2 no more   ) also PSP  and old Atari 2600 which still ACTUALLY rocks",netral
Back from church. Making hot pockets for me and jarrÃ© and jessie. Sad it was Lin's last day here. She leaves tomorrow. ,netral
 my stomach hurts!!!,netral
man I hate Apple's market placement. but cant argue with the methods behind it. I want to develop for iPhone. but I need a mac to do that ,netral
Chill ... for a while... ,netral
slightly tired of having an mia boyfriend ,netral
I am upset that it is raining because it is holding up my patio project at home. ,netral
igor is down again. ,netral
@KimKardashian  Is Khloe on Twitter?  I hope I didn't follow the fake one. ,netral
coolest  ttyl tmw ok talk to me when u have time monique22,keluhan
"At this point, anyone can win .. just get the race over with already! ",keluhan
I need to burn Windows CD and my both burners are broken  What a lovely morning,netral
Any #wordpress gurus out there? I upgraded to 2.8 and now my /feed/ redirects to /comments/feed/ which is just plain wrong  How can I fix?,netral
no bonfire  tooo windy! boo,netral
I wanna be with you. ,netral
I've no plans for today and heard weather is to change  what to do?,netral
after seeing Ronan's latest update : I wish I was in London right now ,netral
"What the hell?!?! All I'm trying to do is add a picture, and it's not letting me, even though it says &quot;Nice pic!&quot; Nothing shows up! ",netral
"@stephenjulian haha he's jailbait  miley Cyrus is a lucky girl! And yes, it is a super catchy song, and always makes me laugh!",netral
I've just realized that i'm talking alone ,netral
@KittyKat_1988 you dont know me at all do you ,netral
"@Lynsey_xx my exam went rather well thanks! lynsey, i feel like i havent seen u for ages, it sucks  how are you? x",netral
Someone feed me some food pls ,netral
Waiting for my boyfriend to talk to me.... ,netral
"@abc1223 my day consisted of driving all over the place and going to a beach, and heading to PF changs  yours?",keluhan
"sleep in was good, dream was weird, busy day ahead of me ",netral
@ijustine stunning however you never respond to any of your followers ,netral
@PopTarts bummed to be missing it! ,netral
disappointed ,netral
Are there seriously no new tweets? ,netral
back to work tomorrow  at least i had a great weekend.,netral
sooo im eXtremly FULL &amp; TIRED &amp; i still have 8 more hours of work ..ughhhhhhh ,netral
"Hooked on The Sims, can't believe my partner just passed away  life is so darm fast on this game.",netral
@thexmedic You should make the flu a character in your next novel and vengefully eradicate it. That'll teach it ,keluhan
@ohaiyuriko Awww I haven't had one of those in a long time ,netral
@sberg1 I hate when people do that! :Q   ,netral
Wow so the nice weather didn't last long at all. It's rainy and gloomy outside now. ,netral
I work too much ,netral
"@_lindsay no ma'am, i didn't apply. i really couldn't afford it.    but i did apply for toms.",netral
@JonasWorld welcome have fun don't get to c it bc they don't come to Indiana this time  Ashley,netral
I so hate riding the bus. 1) It's a damn sauna in the summer! 2) Like could it kill the guy a few seats up to shower once a month??    ,netral
I'm having trust issues ,netral
@mimibadass she tells you that it was a squirrel but knowing that it was a six foot 240 pound man lmao ,keluhan
"Best thing about being unemployed? I haven't bought petrol since Friday 17 April.  Tank's close to empty now, though, so... soon. ",netral
you make me crazier ,keluhan
@Mizz_Alex ahha I have some bogies :p I've been aight. my stomach been hurting a lot ,netral
Taking Kemper to the doctor for a flu test.  ,netral
I've just realised that I've attained that age where &quot;fun weekend activities&quot; include trips to DIY stores. I'm off to B&amp;Q to buy turf ,netral
@glenacook56 what did u do? water &amp; miracle grow it? ,keluhan
Wish iphone 3g had a better battery lyf.. I juz fully charged it &amp; now its down to abt 90% coz am using wifi ,netral
"@babyjew RANDOM FACT OF THE NIGHT: while browsing, the first number i put in was one of those lmao ",netral
@leighsah71 I can aquire a sacrificial Maids Uniform.  See you then.,keluhan
@nielsschooneman Apple doesn't provide news beyond &quot;Approved&quot; and &quot;Rejected&quot;  I hear that right now the wait is about 3wks from submis.,netral
@jonathanrknight  Good Night Jon ,keluhan
aiks...heartburn ,netral
@lrnn idk  when i bring food i tend to never eat it :|,netral
LOL @ Jon and Kate! SO sad actually. Poor kids. ,netral
"how is it even possible to gain four pounds in one freaking night?  ten hours...four pounds...no, that does not swing well with libby! ",netral
"@anitaerikson hehe, I remember that ANZ rainbow  #EFTPOS",netral
Need to go 2 me bed soon up at 6.30 inthe mornin  frickin rage hi  x0x,netral
@roxiijonas its new-ish ,keluhan
@Jason4641 yup it's raining here ,netral
"@monaspeaks cuz we was goan go watch year one on sat and my friend has this sick ride.  btw, today me and palmer discussed how pt.2",netral
@Jezza_rokchik im taller than her lol! Nearly finished year 9 ,keluhan
work lesson  ,netral
Test..... again ,netral
"doing #fridayfollow for the first time today, never done it before because dont want to hurt anyones feeeling that I dont include ",netral
@chelseaknott aww your little info on here says rho gamma instead of your sorority ,netral
"lol but i didnt, stupid tnt ",netral
@ the Plaza bored by my self someone come ,netral
"still desperately trying to finish application form for TDA, tomorrows deadline providing more panic than inspiration ",netral
Ugh school.. Then work oh joy ,netral
"one assignment left to due... it's gotta be in by midnight... then I am freeeeeeee, well until next week when the new class begins ",netral
got burned on the crepe machine at work... now i have an ugly scar on my arm ,netral
I don't feel happy right now. ,netral
@AMPRGroup good girl! I miss ya already  can you make an ny trip soon?!,netral
Feeling really lousy    off to bed!!  Hopefully this cold will be better by tomorrow!?  Goodnight Twitterland!!  Sweet Dreams!,netral
i miss my nephew ,netral
@CanadasMichelle that srsly sucks &amp; makes me think twice abt getting rid of my iPhone  I hope it gets sorted out &amp; that U have a gd nite.,netral
can't wear that jacket ,netral
@tweetolumen hello ,keluhan
@allchornr too many times ,netral
 I'm feeling a little under the weather today! Gotta get good before Nashville pride on Saturday!,netral
...But maybe this will actually be the start of meaningful democracy in the middle east? Hopefully this isn't all forgotten by next week. ,netral
So tired  I hate the fagmuffin on my couch -.-,netral
Just got pulled over on 36. I am fucking terrified of cops. My headlights out I guess  mew.,netral
@theDebbyRyan Why dont you tweet back 2 me?  your making me sad...,netral
@PaulKinlan AmScreen -http://bit.ly/d1fSx  - No where near as good as ScreenReach ,keluhan
hate waiting to do a pitch... Feel sick ,netral
@stewwatson yeah man  I've seen official news Told ya!,netral
Right as I finally fell asleep my mom came in yelling my name. When I responded she just said &quot;Oh...just wondering if you were in here.&quot; ,netral
Did the iPhone 3.0 update and all I see different is the mic icon.  &quot;yeah voice memos&quot;  love hearing myself talk.  What am I missing?,netral
@xKirstGottx my poor iccle kirstie    i know how u feel cause mines kept me up all night grrrr:@,netral
Grandaddy I'm still your sorry knocker... I love you and you will be missed greatly. ,netral
"preparing for company. Indoors now, not outdoors like planned ",netral
"Flow: *Something I wrote, enjoy!  -----------------------------------  _Flow_  M*y paranoid aura is beginning .. http://tinyurl.com/nfgm26",keluhan
"Multi pertransibunt, st augebitur scientis (Bacon). Let's move the universe, good morning ",keluhan
"Home, but pls dnt tell me the night's over?! ",netral
Talking about gypsy and belly dance clothes and suddenly super duper miss my mama!!!! ,netral
need newcastle to win ,netral
"@ambiguousfacade i know, george shoots him,  not even halfway through and i already know ending (friends)",netral
"I'm sad, but trying not to be.  Thankful for work, because in 3 days I won't be able to do what I used to every day... ",netral
@holetse That totally sucks.  You have the worst luck with toys.  ,netral
@shaundiviney http://twitpic.com/6qfml - Not Bradie!!! ,netral
"@Neekatron  Can you tell us what it was, now?",netral
eating waffels!getting ready for my third 12 hour shift in a row ,netral
Worst unemployed person ever.  I have to do 1 thing--call an 800 number every 2 weeks.  I've failed for like 3 times in a row. ,netral
@adrn07  LOL Adrian! Dat sux  n I bet dats sum GOOD shit rite there,netral
Framing some prints.  Boring and stressful.  ,netral
"i really wanna go to the JB meeting with @almcheese dkk  damn, i left at the wrong time",netral
@shNicolerz yeah D: ahahha. its gross ,netral
@Mnmissy Turn offs?  People who block without talking.  ,netral
"kompas community di kompas.com ditutup per 1 mei..yahh, padahal artikelnya seru2 tuh ",netral
Lightning storm last night knocked out my cable modem  I have no access to the tubes!,netral
Need to get my lazy ass outta bed and start about 20 loads of washing ,netral
"@HarperSimon awww baby, sorry! I took an Ambien  I'll be up and bring my laptop to tap away beside you until I get sleepy if that's ok?",netral
not having any of my closest friends in boston really sucks ,netral
is definitely not wanting to revise ,netral
I wish I had time for another shower. The rain made my hair gross ,netral
Talking to Francis ,keluhan
@DavidArchie please make my day..  hope you could reply just a simple &quot;hi&quot;. i would totally be happy for the rest of the year. ,netral
@breelin omg u r NOT!! I'm soooo sad dude I'm gonna have to watch it all by myself now ,netral
"@d_hizzy ur not talkin to me  oh but i meant to tell u, ur new twitter pic looks A LOT diff from ur other one, not a bad thing, just sayin",netral
@_erica guh my armory pages still arent updating ,netral
Stupid oral exam. I have to wait till everyone else is finished till i can take it ,netral
@IrishAttic Thanks for the rec!  Although I haven't been that chatty the past two weeks I hope to be back on form soon  #followfriday,keluhan
Im feeling sort of cranky ,netral
"Sailor Hubby just called. First half of his flight to Spain is in the bag. Next up, overnight to Madrid. ",netral
NOOOO SARAH! You were soposed to see that with me ,netral
Stuck in studio. Lack of fun tonight. No hanging out with the apple peeps tonight. FAIL on my part. ,netral
@Seaicilin   that's a sucky way to start your day,netral
leaving for school here in about 5 minutes  bbl,netral
Woo hoo falling asleep when everyone else is waking up...oh wait... ,netral
"@alicatdancer113 Yeah, really, I heard about it.  I'm sorry.  I'm glad all is well now.",netral
@jharsem Nice that you''ve changed your avatar so we know what you look like ,keluhan
"@MikkaDinah @Carmita_Guerra LOL!! Unfortunately yes! I've got to find some headphones with a mic, and finish the email! ",netral
ive become a twitter addict ,netral
excited for YSJ Summer Ball - I wish we had one too ,netral
"Zoo was AWESOME! The rain scared erebody away. Except teenagers  I hate teenagers (shut up, yes I am one)",netral
With Tears in my eyes! ,netral
I HATE MY MOM  whos with me??,netral
@ConnieKuo I know so sad ,netral
@JankySlamsworth  no i wish.. We should all be down next wknd tho,netral
Wtf i got a leak n my ceiling!  -Zymir Eden,netral
@islesrebelangel aww your daddy's gonna miss you!  ,netral
"@gogogadgetrobyn Lucky! Would love to see Tori again, but can't justify the expense.  enjoy yourself!",netral
@bfrank87 Nope  Stupid work!,netral
âââââââââ ââââââââââI HATE THESE! FUCK! ,netral
"Morning all what a weekend, now work ",netral
Turning into a busy day!! Client has a router problem  Friend wants photos and video doing of their property ,netral
"@majornelson We have some kind of issue everytime live goes off for 24 hours, we should be used to it by now ",netral
"McFly is now called McFlu! Terrible joke ha  But im ill because of mr Poynter, er! Sore throat sucks Â¬Â¬",keluhan
Chemistry in biology is not fun. Not looking forward to next year ,netral
"@malherring Ahhh, a nice thought! Unfortunately, not an option for me  Am in the office - teehee.",netral
Dynamite Diva is in a bad mood...damn flowers still NOT here...SO F***ing angry and its not nice to see (and hear) a Lady swear ,netral
Here at work ,netral
Ahh they just blinded the little boy!  is blinded a word? Lol.,netral
@mileycyrus i wanted to go ,netral
@joenoia Umm... Perhaps? I'm somewhat busy right now though. ,netral
just rang each of the 32 shops that he had numbers for with absolutely no luck in getting anywhere towards a job... not good ,netral
can't believe her 5 year old DAUGHTER is sat watching the F1 with her dad-theres no chance of me watching the 'enders omnibus now ,netral
Another day!!! same as the days gone!!!! same as the days to come!!! ,netral
still crying that the nuggets lost  omg i broke down in tears.,netral
Time to go home.....but I'm still working.  ,netral
"@chrismbr thank you! It is, lovely sunny autumn day here   http://bit.ly/PlDEN",keluhan
attack of the Ex's. episode 2: The Athlete from H.S.....only me.  I don't mean to be an asshole I haven't spoke to you in a year for a rea,netral
I definitely landed on my face... I'm takin the L... Oh well  but  at the same time.,netral
"Gah. I'm up. xD Late. &gt;.&gt; Meh, it's fine. Long night. Still hating my mom though. ",keluhan
@amazondotjon jon have you quit twitter ,netral
is going to cry while watching Jon &amp; Kate Plus 8! ,netral
"@shanedawson Your new video was so sad  It was funny but the end was really deep and to those who can connect, it was really meaningful ",netral
"@dlopezstudio I do, too! And I totally wanna use that, but my name is pronounced De-anna, instead of Dean-na. Not the best transition ",netral
My parents are ordering Chinese and I'm stuck with ice cream/ensure/applesauce. Ahhh way to teaseee me ,netral
im loneley. ,netral
Should I go for check-up? Fakhirah told me need to take blood test and that's what I fear most ! ,netral
feels soooo sick right now. All I really want to do is sleep but I can't ,netral
doesnt like this waiting for real estate agents to ring ,netral
Better mood today. I'm going to miss Michael. ,netral
@Mitholas I really hope not! My patience was on the edge for Aug. 4th! I don't think my heart can take another 21 days of waiting! ,netral
@TriciaRoxas walang food.  ),netral
i need a screen door for my room!  its so hott!,netral
"But of course, the document with the important tables in it isn't published on the internet ",netral
Today sucks ,netral
@ShinsPearl poor girl! hope you feel better soon! ,netral
@FakerLoveJuice HAHAHA fuking HA!!!!!!!!!!!!! and yes a BIG assed sausage..god i feel like THE twitter slut ,netral
"he din text me, he din call me and he forget about me. ",netral
Anyone tell me why I can't sleep for some reason?  Maybe I should try again.,netral
@inkyoctopus I always forget SOMETHING when I travel. I am at Newark airport. ,netral
" am i losing my mind cause i wanna see my.TC on TV right now, this min? FU2 i want 2see CandyGirls!! not Daisy -dammit!! @iluvTerricka",netral
What the Fuck @ a 49 buck paycheck. ,netral
uni... again ,netral
@claireliz81 Your name poofed from my IM list! ,netral
just learnt movin frontside 180's and shuv its. on the other hand my mate may never use his arm after he broke and dislocated his elbow ,netral
Just left kelsy's. Was epic fun. I have work tomoro nay ,netral
Still can't believe that Summer is officially over... ,netral
is suffering from a headache ,netral
"@rjaideep : Morning, wish could sleep some more ",netral
@cashstwit http://twitpic.com/7il7d - dang...johnson cut all that beautiful hair off  he still looks good though ;) nice stage!!,netral
@jonasbrothers LVATT countdown: 5 days for Spain  so amazing!! I can't wait for buy it!!,keluhan
"@katbron - You're so sweet. She isn't doing well, can't keep anything down, threw up all over herself in her sleep. ",netral
@jbdazen no thats a good thing. i tried to dl it but it didnt work ,netral
Last day of school  I will be listening to ocean sized live constantly. I don't want to go anymore ,netral
@SongzYuuup I like the puppets 2 ,netral
"@megspptc yes,   I should've gone w/ Jordan, I'm sure he wouldn't have ignored me.....  but we're not being sad &amp; devastated again",netral
"My friend...is snoring...very loudly, and manly.  UGGHHH! kill me now!",netral
@JeffSchwerdt yeah i got a 20 minute drive home still   I'll be lucky to be in bed by 3.  It's my own fault I was BS'in at last masters.,netral
still doing the journals.. ,netral
I lost all my ipod songs... now ny soundtrack is empty!! ,netral
Activity made on: I'm Tweeting to myself. My Tweets do *NOT* show up in search.  http://tinyurl.com/nvsarj,netral
Late night snack at the Bridge: fish 'n chips 'n mushy peas. Um . . . okay? Super early call time Sat; gotta be in Maple Ridge by 4:30! ,netral
Walking home from the bus stop is scary ,netral
"Just showered and sholat, felt so nice to just lay in bed watching E! News. Wish I didn't hv to go to the big O tomorrow ",netral
I hate lightning. I'm scared ,netral
@goodreverenddr I think I left about 230? I was by the back bar... where were you? shux! ,netral
Gaaaaaaaaaah I hate finals... ,netral
@chaselisbon we tried to DM you but your not following us ,netral
@Jacob_ftw I might have to sneak in and steal them  they're so awesome,netral
RIP Paddles the duck.  April 2009-June 2009. Met her untimely death by a raccoon in the night. Survived by sister with slit on her neck.,netral
Fwah. Working all alone again today...it's going to be boring. Wish I could still use my phone at work to chat with people ,netral
@Chriss_CHM im not going now. transport is wayy expensive. organisers don't allow camping &amp; no hotel for after ,netral
cant stop thinking about my ipod. ahhhhhhhhhhhhhhhhhhh             r.i.p. giraffes rock      i sure hope this rice helps!!!!,netral
@officialtila babe..i cant see you   (I LOVE TILA TEQUILA @OfficialTila live &gt; http://ustre.am/3v2f),netral
Still no word on my car.  ,netral
"2 down.... 1 to go... Then I'm home free! Oh yeah, I had a flat tire today ",netral
shocking Topaz morning..sad story ,netral
@dbella ah sorry about that   I guess he left Saturday night.  Hopefully he'll be back next time so you can meet him.,netral
@abigail011 you can't see the moon from any windows in my house ,netral
@NothlitHawk777 Her album was supposed to come out last summer and we haven't heard from her since.  Something happened. ,netral
@LaDonnaMonae aww damnn I thought yall too were close.  ......but it's been foreverrrrr i bet she is believe it or not I miss yall!!,netral
@1omarion ii guess ii give up ii dont know what it takes for a reply but ii still got much love for you hun !  goodnight nyc time .,netral
@joeymcintyre so how bout da guyz tk a pic OF U its bn a while  *Sniffle Sniffle* im gettn da SHAKES! lol,netral
"@BritRoshambo BTW, sorry i got kinda distracted earlier. i just read your post about starbucks. lol. i dont wanna work there ",netral
@hawaiigirl81 aw thank you! sorry Im a lil late on that one for some reason I can't get your @ replies  *sad*,netral
my hands still hurt i'm all bruised up  about to get ready to chill at the pool. my bro is throwing a little pool party.,netral
@TraceCyrus OHMYGOSH. I CAN`T BELIEVE I`M GONNA MISS IT. =(( CAN YOU AT LEAST REPLY TO MEE? ,netral
I lied its raining again   what does the sun look like again??,netral
"I still need him in my life, and everyday i think of him. Even if he doesnt think about me. Te extrano. *sigh* Lukiii. ",netral
@vonilicious *dances* you bet we'll have fun... so much fun... *dreams...* aah thats a million yrs from now ,netral
"@Candypants2 Oh. Duh. Ok, I am slow at times. Sorry. ",netral
first time today in two weeks i didn't even pick up my mandolin. I'll have to give it some extra attention tomorrow ,netral
@WendyPantino I really want to see the hangover myself. Might try and drag the girlfriend out tonight. p.s. your sun didn't make it over ,netral
@cathsoepadhi Went to my friend's place and that's about it  What about youuu?  Btw isn't it &quot;Ohana&quot; that means family? ;),netral
finally joined twitter- better late than never.... so....follow me! ,keluhan
"@jesseflorig There's free, but a lot of free also requires ID.   I'm playing GTA instead, I guess. Waah.",netral
Back in the studio today. Gimme something ya'll want to hear a song about. I'm lonely right now  need a pick-me-up!,netral
up with nothing to do  get at me haha,netral
@KIMMAAY sims doesn't work  ill try again later man lol,netral
I am hungry ,netral
Happy Father's Day!! I keep telling my wife that having a baby today means she doesn't have to get me a gift. No dice ,netral
@MandyyJirouxx &quot;Bad things happen when we rehearse at night and when my car's not there nothing feels right&quot;  My car was towed!,netral
drew the short straw and now i have to paint the porch rails!    ,netral
There's a little creepy house in a little creepy place. little creepy town in a little creepy world .. &lt;3.. .. I love him so much ,netral
@Supertoan got a fetish for my kicks  haha how was soccertournament?,keluhan
awwwww man i didnt kno there was a contest ,netral
"Finally signed up for Audible (after innumerable podcast ads) only to find that it's not compatible with my player.  Good going, Audible! ",netral
Michelle Pfeiffer needs to say ummm less.  It is distracting. ,netral
@JodiAlbert oh i know the feelin i'm goin to the docs about my hayfever too! nothin seems to be helpin ,netral
"TINK? OH no not yet...  concert was just great, need some more sweet dreams though",netral
@Meeks619 Please take me to Vegas with you. ,netral
someone pleaseeee take me to the hint's afterparty! ,netral
"@iAquarian No, I haven't. Will look into it. I'm not using M'soft Money right now is I'm mostly using my work laptop as home comp died ",netral
@Crucial_Xtreme Does that mean the July 13th date for VZW is not good anymore? ,netral
