text,target
"@natalieloves haha, school is almost all the time boring xD yes, only one hour to go! ",4
Really dont wanna go to school today  begging mam not to let me go,0
"@guan Yeah, that might be. But then I would love if it told me my remaining API requests ",4
Wtf i got a leak n my ceiling!  -Zymir Eden,0
My last ten followers have been marketing spammers ,0
@iamjonathancook HEY! that's my school's prom! wishing i was a senior at the moment ,4
Ugh my passport looks like a reckless mugshot! so sad ,0
and yet more rain here in NJ.  Why?! ,0
@AJlovesmusic hahah with links  here @http://bit.ly/5DX0h,4
Stuck inside whilst the blazing sun is outside  Not long untill our record is out tho woohoo!! Chris xx,0
@leenkwan haha edz is too lame d i dunno wat to say. im so tempted to get another bunny! they're too cute! go check ur email babe ,4
i gots my teef did and now my mouf takes like rubbah ,0
i will do anything to meet justin. ,0
@scadler I just woke up ,0
"Trying to decide on a movie with the friends.. not going to well! lol :p  No bible study 2nite, which means no b-day cake  buy my own??",0
@cashstwit http://twitpic.com/7il7d - dang...johnson cut all that beautiful hair off  he still looks good though ;) nice stage!!,0
it's lovely and sunny now ,4
Can't wait for LVATT! and @ddlovato new album!!! JUNE 16 AND JULY 21st!!!!  ,4
"Woke up, had a shower, feeling refreshed ",4
"Also, bullying stories hit way too close to home ",0
Uhh plane is 20 minutes Laaate! Coooome on! I miss my johnny! ,4
"I miss Jimmy.  BABY, COME BACK! ",0
It's 3 in the morning and I just got into my bed at the hotel . . . breakfast ends at 10:30 ,0
@mrskutcher is the link available? Have been a fan since GH. Thanks for being so accessible.  New 2 twitter not sure how it works. ,4
http://twitpic.com/6bo2p - Matt and I  Best Friends  Love You ,4
@cookie6151 i think you got the wrong spencer there....lol. he's @spencerpratt. and he's your new bff. haha ,4
"@babyjamazing As of Thursday, KStew and RPattz do not have Twitter  So everyone else is fake. I'll try to figure out the rest for you too",0
Yay for a weekend off! ,4
"Currently BAKING in the sun.. it's pretty awesome. its like 25 degrees here in aberdeen,scotland :O ",4
@lawhooper I miss that show ,0
is reading blogs about failing the board exams...  http://plurk.com/p/xnu5p,0
@icelandelf Fugazi is the shit. I'm surprised about how many folks don't know who they are. Despite the fact I got some props for it. ,4
@erickschonfeld sorry that I tried to kill you   it just means that I love you ,0
"Oh no, 518a and I'm still up! The birds are chirping already! ",0
lmfao! @AlexAllTimeLow : Dear @JackAllTimeLow's mom... that made my day  @JackAllTimeLow has sloppy handwriting though xP,4
@TheEllenShow Haha oh my!  Nice that you post some links on Twitter ...,4
@kv dont you have any work? I'm at level6. How many missions now? How many safehouses do u own and the swiss back a/c bal?  #spymaster,4
@JohnDMcClung sounds good!! wouldn't have thought Cab - would've gone Malbec  or Syrah but glad it worked!  Cheers! See ya soon.,4
"@Bindusara The Ghostbusters have never made such a claim, though implied. Ray Parker Jr. is the one on record. ",4
"@Greek4Honeybee I'm good, how are you? I was just at Target this morning...bought a t-shirt...sorry about your dad ",0
"Woah, Hell in Chapel Thrill is closed. No more sweaty basement dance parties?? ",0
It's raining ... ,0
Feeling every stroke of the driveway brush in my lower back this morning. But the driveway looks fab!  Any1 know a good masseuse/masseur?,4
i had such a deep thought I wanted to post and  it was so deep I cant find it now... ,0
@lorriedawn buying ,4
@techhie you should try it out! it's AWSOME! Been testing/playing with it for last hour ,4
"going thru the villagee, to soccur practice! ",4
sooo im eXtremly FULL &amp; TIRED &amp; i still have 8 more hours of work ..ughhhhhhh ,0
@sberg1 I hate when people do that! :Q   ,0
I've just realized that i'm talking alone ,0
Please pray for my house. There is a major water leakage that's causing my entire house to crack and possibly fall apart ,0
"I forgot there'd be no traffic today, so I've been at work since 8:30 ",0
"finished everything she needed to, and got some anthro project done  good productive night! Goooodnight twiggass&lt;3",4
"@kellyDP11  I'm sorry girlie, my dad got laid off too. If I hear of any jobs, I'll let you know for sure!",0
i wanna thank @solangeknowles and @lalavazquez for providing me entertainment on this boring ass night ,4
@underhill70 oh that totally works too ,4
"at work finishing of the week tomorrow,  doesnt know what to do, do i go out with you or go to Tempe....... ",4
@grant1985 yeah I know... I die a little inside after each new public disgrace ,0
"@Jo_Jo89 Yes, it's like a little pop up thing for Firefox. Useful ",4
"bring me along, @KimKardashian!! i love me some britnaaaaay spearz ",4
hates studying.... I just graduated and I'm back in school studying   ,0
Going out in an hour with my friends ,4
"Gah. I'm up. xD Late. &gt;.&gt; Meh, it's fine. Long night. Still hating my mom though. ",4
i feel really sick. imma find where dance is now and try not to die ,0
"@oohmarilou LOL Marilou, that was awesome.. at 2:10 in the morning, it made my day ",4
readding a article on facebook .. My best friend Ian is going to move to Boston ,0
GUESS NOT... ,0
ohhh mann just paid 65 quid credit card bill !! darn it im so skint now !!!!! teaches me to make late payment ,0
I just realized that im off the next two days and i have nothing to do. I feel like i have no life. ,0
Feelin so lousy I may just curl up and disappear into nowhere.  I need a hug and pint of chocolate ice cream,0
"it's the weekend, which means i get to work my other job (three more days before i get a break) but when will i be able to rest? ",0
@luckee13 that's true  It will be cool ... am excited  Can't wait for our show next week  WOOT!,4
"@rachybabeee hehe, don't worry i'm crying now ",4
@combustiblesong yessss im tired but at the same time i am not  oh i need to send you a pic of me awesome looking arm 8D,4
@karliehustle @shaydechelle   I want to be there,0
is off to the College Lawn for a big FAT steak tonight... ,4
At work &amp; busy.  Hating that I can't check on my boys since Matt's phone took a swim in the toilet.  ,0
My better half gets to go to Canada's Wonderland @WonderlandFans today while I get to go to work!  Not impressed.,0
is 25 today  the only plus side is that in celebrating my birthday at DISNEYLAND! : D,0
someone needs to just take me to go watch &quot;the hangover&quot; damiit everyone and their moms has seen it but me ,0
@nickiibaby don't have mee waitin like that ,0
"When you're preparing for a 1-year old's birthday party, who are you really preparing for? The child or the adults? ",4
@elKazloid Why aren't you coming to school?  Viva la Treeman!,0
@jordanknight as always that was a grat game ,4
You Won't See THIS on Fox: Afghan Children Left To Die After US Bombings http://tinyurl.com/m7f9q3  ,0
"@DCSas Is it time for the Steelers to repeat yet... oh, wait, I have to get thru the summer first ",0
@c_irish777 CHA-WHAT!? Lucky bum. Can I come!? ,4
"@retr0spect i tried to see telepathe but they were full up!  sads. vivian girls, banjo or freakout+bombay bicycle club were amazing!",0
"i really wanna go to the JB meeting with @almcheese dkk  damn, i left at the wrong time",0
Can't bend her right foot big toe ever since Mikey stood on it and broke it. I miss being able to command my toe ,0
Lol try wat?? U gotta be specific I be forgetting wt I tweet  @jcstud_28,0
@musicboxmix hehehe  i'm hella busy .. and think i'm try that whole not tweeting thing again. really need to focus at work   arghhh  ,0
sushi lunch was no good today... but our costco ice cream run made up for it ,4
Back from school!!  good mood!  I have to laugh all the time  hahaha^^,4
"@chrismbr thank you! It is, lovely sunny autumn day here   http://bit.ly/PlDEN",4
@chelseaknott aww your little info on here says rho gamma instead of your sorority ,0
@CrisiLouise no gray  still hot tho. what u up 2,0
@innocent_kitty i bought a bubble machine yesterday ,4
Is back from school! No homework for the whole week! Whoo! This day was more interesting than the rest. It just gets weirder every day. ,0
My first build in the sims 3  http://bit.ly/whwWP,4
can't wait for summer... we have bitchin' plans ,4
@decryption This is why we need to remove warning labels.. let the problem sort itself out ,4
"@CjTII that's the best way to send em (like last time, lol! find me on AIMMM!  ) @ABeau it does not throw you off! AHHH! ARGH!! &gt;:O",4
Bad day ,0
Chillin with the misses today ,4
"@raylol16 night, friend! Things will get better for your studying! ",4
"@chad_lad not too bad.  a little sleepy, but good  how be you?",4
someone pleaseeee take me to the hint's afterparty! ,0
@passionsista OMG!! tell me about it.. haha i miss her cooking like crazy.. well she is too far to call everyday but weekly i call her ,4
@esoterismo The Dali Lami speaks Spanish? Cool. ,4
"@JohnBarta You do know Porcupine Tree has been around since 1990 or so, right? ",4
not having any of my closest friends in boston really sucks ,0
Apple is expected to launch a new iPhone this summer.  Hi my name is Judy and I am addicted to Apple products. ,0
hopefully my Chachi feels better tomorrow  :'(,0
what i meant was tweet ,4
DontTrustMe49 haha. that's alright. pshh in my mind i am 16.  jk.,4
@eDTGCa  Clean Me!,0
bout to light up...need a smoke buddy ,0
"yesterday, found application form for school travel in son's bag that shd have been returned a month ago ",0
Can someone bring me something to eat? I'm so hungry ,0
is waiting for surprise  http://plurk.com/p/1213mq,0
I don't feel happy right now. ,0
is back to being her nail-less self ,4
...was in shopping ,4
@zanecarney AWWW it's not fair! Itunes won't let me purchase your single  it will only let me buy from the NZ store  NOT FAIRRRRR!!!,0
@BambiLovedoll god damn you always pissing on my parade  what's the meeting tomorrow?,0
I need to burn Windows CD and my both burners are broken  What a lovely morning,0
It's raining and raining and raining..... you get what I mean ,4
"Just got back from NYC. Signed 500 of the New Golf Book, Play Scratch Golf, at the BEA, sold rights to China and signed a new book deal ",4
@ElvaHsiao go get a massage or what! ha at least that how i deal with sore neck  hope that u will feel better later!!!!!,4
@tyleem111 longggggggg stupid corny story that I don't even wanna yalk about it. Fuck my life. Tyleeeeee I misssh u and boyfriend! ,0
@shawpants I'm coming to ny...and you're leaving ,0
@xoxonosheen yh i jus found out nw they emailed me.  xo,0
à¤à¤¾à¤¨ à¤à¤¤à¤¾ à¥¨ à¤¦à¤¿à¤µà¤¸ à¤¸à¥?à¤à¥?à¤à¤¿.... à¤à¤«à¤¿à¤¸ à¤ à¤à¥à¤à¤¶à¤¨ à¤¨à¤¹à¤¿... à¥¨ à¤¦à¤µà¤¸ à¤«à¤à¥?à¤¤ à¤®à¤¾à¤?à¥?à¤¯à¤¾ à¤¹à¥à¤à¥à¤² à¤®à¤§à¥ à¤¬à¤¸à¤¨à¤¾à¤°. à¤à¤°à¥ à¤¹à¥ à¤à¤¦à¤¿ à¤ªà¤¨ servicing à¤²à¤¾ à¤à¤¾à¤à¤¾à¤¯à¤à¤¿ à¤à¤¹à¥.... ,4
20 minute workout! then shower ,4
Anyone done anything interesting and worth tweeting about this weekend? ,4
@writingdivas I agree... ,0
@otherijustine bah...i was banned from your channel...unban me ,0
take a nap! today is dragging by sooo slooowwww ,0
Photo: Keyshia Cole and â? Boobie â? are too cute  http://tumblr.com/xeo21stn9,4
@BellHeartsYou its great when our humans get home...I dance around in big circles to show how happy I am when mine come thru the door ,4
Just found my dream guitar. Not that i could play it ,0
today was a long yet rewarding day.  @imnotahurricane is on the road to greatness and i'm just happy she wants to take me along with her. ,4
is sad that it looks like the sunshine is going away  #fb,0
Goodnight everybody ,4
@soapoperafan oh yes it was good. I hope you're not gonna miss it next week ,4
@TJSnoop88 i think so  at least it better be so,4
@andredmm Was on email later on web when they both started  but not a web host or designer. I like 2help creative people do great things,4
Chris is still standing - but he's working on it ,4
@Akelee yesss sometimes I wish that we didnt have to wear clothes...but I do have to think realistically  lol,0
@charchaos so do i  i HATE BB but im watching it just to c ol russ! xx,0
Last day in Hilton Head.  home to Ohio tmw ,0
"@kms007 Yep, I'm just makin' this up as we go along. Somehow it all works out too... that's the amazing part. ",4
'Look at the tadpole'... 'No! ... Look at me!!!' ... Foolish dog  http://yfrog.com/05ixbj,4
@ConnieKuo I know so sad ,0
"@AlexisBP America's Next Top Model, the pinnacle of class and elegance for competition reality shows. ",4
Luving The Sunshine But a little burnt ,0
@MandyyJirouxx &quot;Bad things happen when we rehearse at night and when my car's not there nothing feels right&quot;  My car was towed!,0
I ran around 3.5 km without stopping  I'm so proud of myself!,4
trying to spending time away from the reality....broke my heart again ,0
Burn Fat Fast - Your Ultimate Guide | A MILLION DIFFERENT THINGS  http://bit.ly/2ptDNL,4
I feel so baddd!! sooooo bad!!!!! ,0
@eve6er69 - I really do feel bad about the poor little thing. ,0
@tealkra Thanks. I think it does for most people. Have printed out the &quot;what to do if it doesn't instructions.&quot; ,4
is slighty frustrated...but it's summer...so i'm mainly not ,4
Well yea my love ima miss you and ima wait for you  i love you,4
"Hanging out with Beth, she's letting me try on her clothes! ",4
"@AlohaArleen dont you get timed out, as i always do so unfair ",0
"http://twitpic.com/5csf8 - Breakfast! Scrambled eggs, veggies sausages and bacon and 3 crumpets  - - - - -",4
get it in tuesdays ,0
"grad party three was awesome, seniors will truly be missed ",0
"Bummed!...would be watching the season of Survivor I missed in Scotland, but stupid CBS hates me and took the full episodes down ",0
"@MarkChrLawrence aww, shucks, thanks for following me!  sorry i'm not as interesting a twitter-er to follow as you are...",4
Watching High School Musical . I like it))Songs are very beautiful ,4
@jeffgerstmann Hey Jef. My mac screen died like yours and at the mo getting stuff via iphone. E3 2009 Day Zero Does not show on itunes ,0
@amyurbach loved it!! Just like Jo's   but it had been waaaaaay too long!,4
is The Centrepoint has no more vouchers for redemption!  http://plurk.com/p/1177aj,0
Michelle Pfeiffer needs to say ummm less.  It is distracting. ,0
@esskayy yeah thanks for that. haha ,4
"@chennysherm13 http://twitpic.com/2nrs2 - yeahh demi's the best,, I MET HER IN PERSON  she's so nice",4
"@katyperry You're not a question mark for me, I can see the new pic ",4
gotta stop thinking they're watching me. its getting kinda annoying. i dont no how i will stop it though ,0
"@EspenCFG Nice article   You should check out the wp-syntax plugin, which will let you post syntax highlighted PHP in WordPress.",4
"close your eyes, escape this town for a little while owww =( ",4
http://twitpic.com/6och3 - Just having a quick drink before we go in ,4
@tashamclellan obviously those people are stupid then because you're awesome ,0
@LupitaMarquez thx me lov ya very mucho  wish i could b there,4
@greeksarah Vodka keeps doing that falling into glasses never found why and how! ,4
so tired..but happy ,4
@DionneSouth that's good to hear. And I won't be enjoying the sun. GCSE's in 3 weeks. So loads to do ,0
still crying that the nuggets lost  omg i broke down in tears.,0
@hardylove158 Not really.  Sore throat and stuff.,0
Mad because quiz 5 answer on the BET Ford Fusion sweepstakes are all wrong ,0
"@DVDsnapshot sounds like a great reality show, actually &quot;When Overrated Meets Inexplicable&quot;   ",4
"Flow: *Something I wrote, enjoy!  -----------------------------------  _Flow_  M*y paranoid aura is beginning .. http://tinyurl.com/nfgm26",4
"@OMG_its_KT so everytime someone else would be fouled, they'd be like &quot;TAKE YO BASE&quot; i also got hit in the back ",0
@Donni3Boy im going 2 my great aunts surprise 80th birthday party!!!!!!!! ,4
doesnt updated http://lookbook.nu/milosundae yet ,0
@THE_WOCKEEZ just saw you in gatorade commercial!!! Loved it!! ,4
Grandaddy I'm still your sorry knocker... I love you and you will be missed greatly. ,0
@danica27 is he in philippines? ,4
center of pressure lecture = eaazy... but wasted 45 minutes playing a game on the g1 ,0
@special4u2 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,4
@CanadasMichelle that srsly sucks &amp; makes me think twice abt getting rid of my iPhone  I hope it gets sorted out &amp; that U have a gd nite.,0
listening to my CD ,4
@techyuppie i'm definitely open to exchanging links ,4
@mtgh I didn't go! Got work to do at the last minute! Was very disappointed ,0
iPhone 3.0 + Faster Camera /Where's the Video? +Voice Memo &lt;3 LandScape SMS  Wish Home Screen was too.+Snappier Transitions! Go Update NOW,0
1000 yen still 15 bucks  why!!!,0
On the way to pamelas partially dressed as a cowgirl the hats in my bag but i left my lasoo on the table ,0
@Mr_Fastbucks ,4
"loving the fact this massive wet storm will bring our pretty sexual plants up  it REALLY is effing beautiful, purple and white are theirs",4
Decided against the heat and crowds of the ceremony. Don't think they'll withhold my diploma ,4
"Only 2,790 words to go! cumon ",4
@EmTBucket yep thats me a rebel ,4
"@Vieveee hahaha I think I just might! I've been home all day, but I wanna finish cleaning first! So ill bbm you ",4
Brightkite needs to get Twitter oAuth support.  - http://bkite.com/07ALr,4
@pramsey I probably seriously do.  Was up until 5am last night. Productive night though. ,4
@mileycyrus i wanted to go ,0
@DJ_AM and @trvsbrkr its not letting me download your free mixtape  is there another way?,0
Ugh. Feeling so sick ,0
- Just Tried The New Brownie Batter Blizzard!! ,4
@frickxx i did a fic ,4
Hey guys! Anyone awake? I woke up like an half an hour ago! I have a headache! ,0
"@SusanWiseBauer That sucks  I'm spoiled now, can't fly anything other @JetBlue.  Btw, reading History of the Ancient World now, LOVE IT!",0
Listening to Ashley throw up right now... ,0
"forgot to set my alarm for this morning. had a terrible dream about an airborne zombie virus, woke up half hr late ",0
Im feeling sort of cranky ,0
"@HappyCassie LOLOL very true actually. i wish there was a site for canada to see a map of sex offenders, but there isn't ",0
@thornet you will improve your japanese? organizing parties? for work side I dunno ,4
Fell in love with a house yesterday.  Saw the price. Fell out of love. ,0
"@DennHamilton its gonna air in indo on like june 12, khea said   but check this out http://bit.ly/SB7EU",0
Talking to mr snedden about tweeting vs twitting. Freedom tral today yay! ,4
i can't go to element  . effen work 6am on friday ugh . i should quit ! &gt;:o iLOL kidding .,0
"@karubah should be , but not for me though, ",0
is ready to leave tonight.LMAO had to write a page note for chad on how to tend to Ethan why im gone. Some daddy he has(poor baby) ,0
What's to post a funny convo but can't fit it in  not good,0
@ujm s/successed/succeeded ,4
"Child awake, no more fun on the computer ",0
"@ohhcrapitstim oh well, if you ever go on wi-fi on mario kart. Just @reply me and ill join you. ",4
Toe still hurts a bit from being fumikomi'd on in Kendo today. Translation: My big toe got stomped on. Hard. ,0
spending the day on the boat! ,4
counting stars and sheep and trading thoughts for dreams ///// ((( can't forget the zebras!))) //////\\\\////// GOODNIGHT BIRDIES.  &lt;3,4
@darenBBC check out my podcast there is a great Britney Spears vs Arctic Monkeys mashup on it  www.nutronic.net,4
"just woke up from grand sleep!! This is the life, sad its only till 1.7.09 then back to work ",0
So excited! Short Boy turns 4 today!!! Happy Birthday to my little man! ,4
#iusedtobescaredof the girls in the year above me at school ,0
@SashaKane I am absolutely craving a brownie with ice cream right now. FedEx some over! ,4
I'm at the Movies ,4
"@Cadistra Anytime.  I play DPS (unholy or blood, depending on mood), so I'm a pretty good resource.",4
@djgraffiti shouldve been on that Graff ,4
"i dont think im going to finish my homework when i have disney channel infront of me, and im logged onto twitter, &amp; myspace ",4
 @nhawthorne I can't believe I missed you. I feel like we got the whirlwind tour of Denver this time around,0
@Owl311 my picture wont upload!!! ,0
My remix of NIN's &quot;Capital G&quot;:  http://tinyurl.com/r4nvcb  I'm really going to miss seeing Trent perform. ,0
@mdotperiod A corn tortilla is good...a Pumpkin not so good. And all the Margaritas...I miss working in Mexican restaurant years ago  x,4
"@Lesneedsvalium I once had a dog that actually LIKED onions and grapes.  He'd peel the grape first, though!  ",4
@HeathenKhemist poor thing. Walking lamonia is no good. Congrats on the graduation! Can't wait until you are home  Feel better!!,4
Fighting bronchitis.  I will be back when I'm a little less medicated and the room stops spinning. ,4
@boagworld Does poor Helen know what she's letting herself in for? Her and 10 rowdy blokes! ,4
What can I take to minimize the swelling of my gums and relieve me of the pain?  Damn wisdom tooth..,0
almost 5..so..here i am sneaking out to twitter.. ,4
@rainbowchasing http://twitpic.com/4e3pr - Wow ... this is sooo very beautiful ,4
feel so upset of the recent Biology test ,0
looking4 people ,4
"right, quick bite of lunch, then back to the sea with me !!  ",4
I miss New York City ,0
@GillyLiz sounds good ,4
@ABVan You dont mean 'Pidivatham'? :O ,4
"@MGiraudOfficial I'm excited for the tour, too!!!! I'll be seeing it in 6 WEEKS!!! ",4
Happy day. ,4
love it when my sister brags! but she's too tired too spell bowling right! haha its ok I &lt;3 her!! ,4
@GoldenTouch4 I didn't have a topic  I'm trying to branch out &amp; not do just relationship stuff,0
@GabrielaElena It's a good song. ,4
woooooooo i have fast computer again! thanksabunchesbabes! -- now just to get my speakers to work  --,0
@FrankieTheSats i would love 2 c u in concert! but i cant  xx,0
P!NK concert tomozz  hehe,4
*FOLLOW FRIDAY* @Mr_Bobo - the Cutest little sock monkey Ever! http://bit.ly/mNU4c,4
very happy ,4
@plotbunnytiff Thanks so much. ,4
@elliematthewson i'm not entirely sure. it's making learning my prose texts really hard. and i'm procrastinating so not to deal with it. ,0
Hes off ,0
wants to parle francais. ,0
"I'm going through my photobucket account, and I really miss psychic Sam in SUPERNATURAL. ",0
"i'm so freaking happy that i get to go home soon! I can't wait, I'm going to hang out with friends and with Mike...i hope. ",4
 my stomach hurts!!!,0
"Just found out our neighbor, in his 40's, thinks he has prostrate cancer  Will have results this week...",0
8Âº em SP.. preparando my hot chocolate NOW ,4
Today: American eliminates direct service to Philly ,0
britany fuck video's are following me again GRRR.  &gt;,0
"wow, theres more pictures but i cba so i put them on crappy myspace ",4
@thatsShelby have you been getting allie's emails? nigel suggested a computer that says &quot;PC at PV&quot; currently its in the lead so.. ,0
"Perfect night...watching the sun set over the water, while I sing and play my guitar.    http://twitpic.com/6b7zm",4
"Don't you just love it when your hosting people's server dies, and you have to upload a 250MB backup at 50kb/s ",0
soo early ,0
missing track season.... ,0
Talking to Francis ,4
Bed time ,4
"@MichelleMURDERR haha, you're funny! shoulda gave him your digits when he asked me for them. hope you got the camera he planted too... ",4
"@ChrisTr lucky. I have to do the newspaper project, and I can't even get to college. Mehehe ",0
"sleep in was good, dream was weird, busy day ahead of me ",0
 I'm feeling a little under the weather today! Gotta get good before Nashville pride on Saturday!,0
@LexaShmexa http://twitpic.com/7i8g9 - Very brave boy. ,4
anyway happy birthday Papa pacar!  http://myloc.me/2TYN,4
"@Isapersefone D Well, if you got that DVD then you should get those books too! ",4
"Hahaha. Mexico, Honduras, and El Salvador are trending topics. How come? Hmmm... ",4
"@Novellabella @twixx3su Thanks, you two ",4
@islesrebelangel aww your daddy's gonna miss you!  ,0
#iremember when all i wanted was to have my prince charming find me &amp; we ride away on horses or in a carriage ,4
Checking out Scribd http://www.scribd.com/explore pretty cool books out there  how are you guys today?,4
"$160 later...I hope everyone had a fun night...Oh god, I have work in less than 2.5 hrs... until like 11 pm...     Leave me some love?",0
Next dancer.. Slowing it down  http://twitpic.com/6bhdw,4
@cardiffclimber Have a safe trip! ,4
"Ooh, Etsy is back up - running very sloooow but I'm on the front page! Yay  http://www.etsy.com",4
"@8UNNI In that case, thank you ",4
@mahhsaayyy imagine i would say&quot;bitch!&quot; lol if i were ma d! haha but im not cuz ur cool ,4
Henley today ,4
off to Old Ebbitt Grill for the day.  Yep - started bartending there on weekends Day.  Come visit!  ,4
Lunchtime in our little corner of Twitterverse. Can I swap food for sleep? ,0
"@katbron - You're so sweet. She isn't doing well, can't keep anything down, threw up all over herself in her sleep. ",0
@MsNessa lol I hear u follow me I'm following u... ,4
@GOPMichael why do you think I live here now ,4
OMG how I hate #FollowFriday and the spam it brings so so so much. ,0
@davmac @veloce but it involves installing a dev kernel and running something after each reboot. Really Pitty  http://bit.ly/zxdaJ,0
@KingsOfLeon_Grl thank you ,4
"Chillin out on sunday morning, and enjoying his boredom. On Monday it's back to work ",0
@missgiggly hazzah - me too ,4
I kinda like the north london crowd  mission complete **RDJ ALL DAY**,4
@underfoot99 Sounds yummy I love salmon on the grill ,4
"@jordanknight aww well have a good knight's sleep. Its mornin here in saudi n im on my way 2 work, boohoo  i work 2 save money 2 c nkotb!",0
"@maneet i'm in university, and that pretty much takes most of my time. vid editing and vodka binging are rare moments. HAHA ",4
is graduating today... ,0
@alexhung Take me with you ,4
"poor me my life in 4 words  not Tweet stats) : work,eating,sleeping partying &gt;when I can   .... well well well...",0
@lrnn idk  when i bring food i tend to never eat it :|,0
"He's just on the couch watchin the tv w the sound relly low, so its ok  so back to my thots, i dont like rigid schedules. Yeah it sounds",4
i hate when my lips chap up! ,0
Highground ,4
I wanna go out badly!!!!  but nooo gotta refrain myself and study,0
@shaundiviney http://twitpic.com/6qfml - Not Bradie!!! ,0
"@babygirlxo It's about time they start pushing body image issues on girls at a younger age, this way they'll be used to it later in life. ",0
"is rebuffing stupid, pedantic client requests with the help of an Google Analytics big statistical stick  ",4
@BHinesTheReal are u gonna be doing any shows in NY soon?? I've luv to see u live ,4
@cshields Just heard you're net check into ours. ,4
sigh.... getting sick again. ,0
uh oh...sounds like we've got a storm coming!  ,0
"@BlakeLewis &quot;Heartbreak on Vinyl,&quot; I think is a beautiful/brilliant title for the new record  Is &quot;Sad Song&quot; being released this month?",4
Laying in bed and falling asleep to the Across the Universe soundtrack  this will be ver pleasant.,4
@lilmissdainty im glad to hear that! 1st time in NY thy have to rember it and its cool that u made it memorable ,4
@Chip216 I'm so mad at you right now ,0
Tickets for tomorrow nights QI cancelled  I blame @stephenfry  - and I can't go for when they offered other tickets,0
I wish I could go back in time.  Goodnight world,0
Finally got my faded jeans after searching it for so long. ,4
id forgotten how much the gym hurts! ,0
"@MotormouthMable nice greets from Ali  he is bored. and i am, too.",4
"@ambiguousfacade i know, george shoots him,  not even halfway through and i already know ending (friends)",0
@brianhartsock Not at all - chicks dig PowerShell dudes.    #PowerShell,4
@RoushTVGuideMag Just too bad for those of us who bought all of the DVD sets when they first came out and thus won't get the cool extras ,0
Just uploaded a new picture. Comment it! You're already on my page ,4
Too much food/wine last night. There's an epic battle taking place in my stomach ,0
@kylebunkin Yep! Saw a sign as I was entering the drive-thu and couldn't resist! You now have the perfect excuse to eat them on Monday! ,4
@LaDonnaMonae aww damnn I thought yall too were close.  ......but it's been foreverrrrr i bet she is believe it or not I miss yall!!,0
eating fried rice and laughing at elaine's dum dum joke. ,4
"MORNING!! How is everyone today? Sunny here in Sussex. Sunnier still in Croatia, where I'll be tomorrow  But no tweet for a week ",0
@nthmost LOL that's the highest compliment ,4
Heading to VW to return my rental car cause mine is done being worked on ... Sad ,0
Today... Bioestatistics. ,0
 The rain is dampening my happiness.,0
@BLUEBOI226 LOL.... I went out for drinks last night. Too bad my partner didn't want to drink. I hate drinking alone! ,0
@diapershops Sign me up for the knickernappies giveaway! ,4
"@snarkylady Ya that's true, I forgot about that!  Do you need yours fast?  How you feeling now?  My back is killing me now... ugh ",0
@CarterTwins been trying to all week. the stupid thing wont let me sign in ,0
My eyes have been hurting ridiculously for the past few days and I hate it. What have I done wrong to deserve this?! ,0
"@NismoR034 wonderful thank you, if a little busy ;) Nice site you got there love. Really glad I found you after all this time ",4
"@fleurylis I did actually, sorry you did not ",0
"Sorry, had to be sociable and then get home. I'm back now ",4
"Soo happy  I have my ticket for Guate!!! yay, It's gonna be the best summer.",4
aww  I want tim-tams!,0
I don't think my bed ever felt so goooood  http://myloc.me/11mK,4
Just talked to my younger sister on the phone...I miss her ,0
"@keligatorsteece  don't worry, we still love you!",0
@AlexTran32  I miss you love! ,4
"@czarles @pluish Will use this free time to practice my handwriting again. Typing here in Twitter doesn't count, naturally. Hehe... ",4
couldn't find the lost things  my poor son is so sad...,0
"@mikeanywhere, absolutely  I will learn loads!!!",4
@steph_davies Aww. You're so sweet. ,4
@NelBellz  Well I'm hoping to be able to get a pair on hold before they go to resellers. People in Miami have been in line all weekend. ,0
Gd Morning ppl ,4
still planning b-day party! cant wait till july 15th! http://bit.ly/BtoRe   !! ,4
Taylor Swift looking pretty in pink at the CMA Festival  http://bit.ly/ifU2C,4
How did I reach 25 without a single best &quot;friend&quot; male or female? I have plenty of &quot;associates&quot; though. Clearly this isn't healthy. ,0
"@Candypants2 Oh. Duh. Ok, I am slow at times. Sorry. ",0
I feel like the only 18-year-old here ,0
http://bit.ly/46GLuM i just spent a whole 2 hours talking to jb fans  it was so fun and re.. http://bit.ly/iqkK7,4
"@malayal He he not me either, i m just a month old on this! ",4
"Good Morning, my Twittermaniacs! How is everybody doing today? Hit me on the tweet! ",4
ok all you have a good night... be well! I must try to sleep...I have to be on tv tomorrow. ,0
Aced another exam  Can hardly believe it.,4
"Didnt particularly care for Sex and Lies in Sin City...the movie, that is. The real thing is sooo much better ",4
Heading out for TechEd. Man this drive into Downtown is killing me. Am going to be on This Week on Channel 9 today... I'm pretty excited. ,4
Today feels like a Monday. I've been attacking my task list all day long! Progress is great! ,4
"Heeeat, cooold... cooold, heeeat... and so goes! ",4
i guess i should add i'm thankful to have a job but still id like to stay home ,4
@nileyfan2009TV same here! it will sound awesome  and hopefully nick will be on it ;),4
@taakeachillpill who else are we talking about? :| urgh nadine.  I`m in the hot seat now.,0
"@d_hizzy ur not talkin to me  oh but i meant to tell u, ur new twitter pic looks A LOT diff from ur other one, not a bad thing, just sayin",0
